Domain,Area,Element,Item,Year,Unit,Value
"Macro Indicators","Republic of Korea","Value US$","Gross Domestic Product","2017","millions","1623901.466309"
"Macro Indicators","Republic of Korea","Value US$ per capita","Gross Domestic Product","2017","US$","31781.12332"
"Macro Indicators","Republic of Moldova","Value US$","Gross Domestic Product","2017","millions","9669.741743"
"Macro Indicators","Republic of Moldova","Value US$ per capita","Gross Domestic Product","2017","US$","2381.895178"
"Macro Indicators","Romania","Value US$","Gross Domestic Product","2017","millions","211695.857898"
"Macro Indicators","Romania","Value US$ per capita","Gross Domestic Product","2017","US$","10771.150494"
"Macro Indicators","Russian Federation","Value US$","Gross Domestic Product","2017","millions","1577579.65882"
"Macro Indicators","Russian Federation","Value US$ per capita","Gross Domestic Product","2017","US$","10840.230674"
"Macro Indicators","Rwanda","Value US$","Gross Domestic Product","2017","millions","9252.814353"
"Macro Indicators","Rwanda","Value US$ per capita","Gross Domestic Product","2017","US$","772.29317"
"Macro Indicators","Saint Kitts and Nevis","Value US$","Gross Domestic Product","2017","millions","996.944444"
"Macro Indicators","Saint Kitts and Nevis","Value US$ per capita","Gross Domestic Product","2017","US$","19155.431731"
"Macro Indicators","Saint Lucia","Value US$","Gross Domestic Product","2017","millions","1999.088889"
"Macro Indicators","Saint Lucia","Value US$ per capita","Gross Domestic Product","2017","US$","11047.497645"
"Macro Indicators","Saint Vincent and the Grenadines","Value US$","Gross Domestic Product","2017","millions","792.177778"
"Macro Indicators","Saint Vincent and the Grenadines","Value US$ per capita","Gross Domestic Product","2017","US$","7212.960181"
"Macro Indicators","Samoa","Value US$","Gross Domestic Product","2017","millions","824.374253"
"Macro Indicators","Samoa","Value US$ per capita","Gross Domestic Product","2017","US$","4219.942732"
"Macro Indicators","San Marino","Value US$","Gross Domestic Product","2017","millions","1528.621195"
"Macro Indicators","San Marino","Value US$ per capita","Gross Domestic Product","2017","US$","45398.746552"
"Macro Indicators","Sao Tome and Principe","Value US$","Gross Domestic Product","2017","millions","378.598871"
"Macro Indicators","Sao Tome and Principe","Value US$ per capita","Gross Domestic Product","2017","US$","1828.194018"
"Macro Indicators","Saudi Arabia","Value US$","Gross Domestic Product","2017","millions","688586.127746"
"Macro Indicators","Saudi Arabia","Value US$ per capita","Gross Domestic Product","2017","US$","20802.465306"
"Macro Indicators","Senegal","Value US$","Gross Domestic Product","2017","millions","20996.562959"
"Macro Indicators","Senegal","Value US$ per capita","Gross Domestic Product","2017","US$","1361.701768"
"Macro Indicators","Serbia","Value US$","Gross Domestic Product","2017","millions","44179.075779"
"Macro Indicators","Serbia","Value US$ per capita","Gross Domestic Product","2017","US$","6275.19445"
"Macro Indicators","Seychelles","Value US$","Gross Domestic Product","2017","millions","1524.515657"
"Macro Indicators","Seychelles","Value US$ per capita","Gross Domestic Product","2017","US$","15811.525415"
"Macro Indicators","Sierra Leone","Value US$","Gross Domestic Product","2017","millions","3739.577962"
"Macro Indicators","Sierra Leone","Value US$ per capita","Gross Domestic Product","2017","US$","499.38124"
"Macro Indicators","Singapore","Value US$","Gross Domestic Product","2017","millions","341857.160961"
"Macro Indicators","Singapore","Value US$ per capita","Gross Domestic Product","2017","US$","59890.452952"
"Macro Indicators","Sint Maarten (Dutch part)","Value US$","Gross Domestic Product","2017","millions","1014"
"Macro Indicators","Sint Maarten (Dutch part)","Value US$ per capita","Gross Domestic Product","2017","US$","24466.750314"
"Macro Indicators","Slovakia","Value US$","Gross Domestic Product","2017","millions","95494.424979"
"Macro Indicators","Slovakia","Value US$ per capita","Gross Domestic Product","2017","US$","17528.667005"
"Macro Indicators","Slovenia","Value US$","Gross Domestic Product","2017","millions","48586.603448"
"Macro Indicators","Slovenia","Value US$ per capita","Gross Domestic Product","2017","US$","23399.510617"
"Macro Indicators","Solomon Islands","Value US$","Gross Domestic Product","2017","millions","1215.74495"
"Macro Indicators","Solomon Islands","Value US$ per capita","Gross Domestic Product","2017","US$","1911.431453"
"Macro Indicators","Somalia","Value US$","Gross Domestic Product","2017","millions","1560.874998"
"Macro Indicators","Somalia","Value US$ per capita","Gross Domestic Product","2017","US$","106.988543"
"Macro Indicators","South Africa","Value US$","Gross Domestic Product","2017","millions","349006.689642"
"Macro Indicators","South Africa","Value US$ per capita","Gross Domestic Product","2017","US$","6121.876572"
"Macro Indicators","South Sudan","Value US$","Gross Domestic Product","2017","millions","3511.422172"
"Macro Indicators","South Sudan","Value US$ per capita","Gross Domestic Product","2017","US$","321.831037"
"Macro Indicators","Spain","Value US$","Gross Domestic Product","2017","millions","1312539.279462"
"Macro Indicators","Spain","Value US$ per capita","Gross Domestic Product","2017","US$","28137.441564"
"Macro Indicators","Sri Lanka","Value US$","Gross Domestic Product","2017","millions","87428.117558"
"Macro Indicators","Sri Lanka","Value US$ per capita","Gross Domestic Product","2017","US$","4138.0152"
"Macro Indicators","Sudan","Value US$","Gross Domestic Product","2017","millions","122072.659961"
"Macro Indicators","Sudan","Value US$ per capita","Gross Domestic Product","2017","US$","2990.994843"
"Macro Indicators","Suriname","Value US$","Gross Domestic Product","2017","millions","3216.176667"
"Macro Indicators","Suriname","Value US$ per capita","Gross Domestic Product","2017","US$","5637.509583"
"Macro Indicators","Sweden","Value US$","Gross Domestic Product","2017","millions","541018.749769"
"Macro Indicators","Sweden","Value US$ per capita","Gross Domestic Product","2017","US$","54621.345824"
"Macro Indicators","Switzerland","Value US$","Gross Domestic Product","2017","millions","704478.516964"
"Macro Indicators","Switzerland","Value US$ per capita","Gross Domestic Product","2017","US$","83313.013992"
"Macro Indicators","Syrian Arab Republic","Value US$","Gross Domestic Product","2017","millions","13341.4582"
"Macro Indicators","Syrian Arab Republic","Value US$ per capita","Gross Domestic Product","2017","US$","780.399479"
"Macro Indicators","Tajikistan","Value US$","Gross Domestic Product","2017","millions","7536.403147"
"Macro Indicators","Tajikistan","Value US$ per capita","Gross Domestic Product","2017","US$","848.668435"
"Macro Indicators","Thailand","Value US$","Gross Domestic Product","2017","millions","455275.339459"
"Macro Indicators","Thailand","Value US$ per capita","Gross Domestic Product","2017","US$","6578.190858"
"Macro Indicators","Timor-Leste","Value US$","Gross Domestic Product","2017","millions","1599.338063"
"Macro Indicators","Timor-Leste","Value US$ per capita","Gross Domestic Product","2017","US$","1286.408825"
"Macro Indicators","Togo","Value US$","Gross Domestic Product","2017","millions","6395.472028"
"Macro Indicators","Togo","Value US$ per capita","Gross Domestic Product","2017","US$","830.745422"
"Macro Indicators","Tonga","Value US$","Gross Domestic Product","2017","millions","461.323987"
"Macro Indicators","Tonga","Value US$ per capita","Gross Domestic Product","2017","US$","4522.872866"
"Macro Indicators","Trinidad and Tobago","Value US$","Gross Domestic Product","2017","millions","22385.279012"
"Macro Indicators","Trinidad and Tobago","Value US$ per capita","Gross Domestic Product","2017","US$","16173.645063"
"Macro Indicators","Tunisia","Value US$","Gross Domestic Product","2017","millions","39802.143071"
"Macro Indicators","Tunisia","Value US$ per capita","Gross Domestic Product","2017","US$","3481.203612"
"Macro Indicators","Turkey","Value US$","Gross Domestic Product","2017","millions","858988.5786"
"Macro Indicators","Turkey","Value US$ per capita","Gross Domestic Product","2017","US$","10589.573121"
"Macro Indicators","Turkmenistan","Value US$","Gross Domestic Product","2017","millions","37915.175476"
"Macro Indicators","Turkmenistan","Value US$ per capita","Gross Domestic Product","2017","US$","6585.162962"
"Macro Indicators","Turks and Caicos Islands","Value US$","Gross Domestic Product","2017","millions","1022.37"
"Macro Indicators","Turks and Caicos Islands","Value US$ per capita","Gross Domestic Product","2017","US$","27546.005658"
"Macro Indicators","Tuvalu","Value US$","Gross Domestic Product","2017","millions","43.912497"
"Macro Indicators","Tuvalu","Value US$ per capita","Gross Domestic Product","2017","US$","3862.136931"
"Macro Indicators","Uganda","Value US$","Gross Domestic Product","2017","millions","27115.148108"
"Macro Indicators","Uganda","Value US$ per capita","Gross Domestic Product","2017","US$","658.668824"
"Macro Indicators","Ukraine","Value US$","Gross Domestic Product","2017","millions","112190.328583"
"Macro Indicators","Ukraine","Value US$ per capita","Gross Domestic Product","2017","US$","2521.827514"
"Macro Indicators","United Arab Emirates","Value US$","Gross Domestic Product","2017","millions","385605.506855"
"Macro Indicators","United Arab Emirates","Value US$ per capita","Gross Domestic Product","2017","US$","40644.804043"
"Macro Indicators","United Kingdom of Great Britain and Northern Ireland","Value US$","Gross Domestic Product","2017","millions","2662484.018736"
"Macro Indicators","United Kingdom of Great Britain and Northern Ireland","Value US$ per capita","Gross Domestic Product","2017","US$","39900.874075"
"Macro Indicators","United Republic of Tanzania","Value US$","Gross Domestic Product","2017","millions","54723.795208"
"Macro Indicators","United Republic of Tanzania","Value US$ per capita","Gross Domestic Product","2017","US$","1001.160919"
"Macro Indicators","United States of America","Value US$","Gross Domestic Product","2017","millions","19542980"
"Macro Indicators","United States of America","Value US$ per capita","Gross Domestic Product","2017","US$","60116.568493"
"Macro Indicators","Uruguay","Value US$","Gross Domestic Product","2017","millions","59530.088537"
"Macro Indicators","Uruguay","Value US$ per capita","Gross Domestic Product","2017","US$","17322.172592"
"Macro Indicators","Uzbekistan","Value US$","Gross Domestic Product","2017","millions","59159.9487"
"Macro Indicators","Uzbekistan","Value US$ per capita","Gross Domestic Product","2017","US$","1851.074677"
"Macro Indicators","Vanuatu","Value US$","Gross Domestic Product","2017","millions","880.046992"
"Macro Indicators","Vanuatu","Value US$ per capita","Gross Domestic Product","2017","US$","3082.368364"
"Macro Indicators","Venezuela (Bolivarian Republic of)","Value US$","Gross Domestic Product","2017","millions","247835.730326"
"Macro Indicators","Venezuela (Bolivarian Republic of)","Value US$ per capita","Gross Domestic Product","2017","US$","8429.074575"
"Macro Indicators","Viet Nam","Value US$","Gross Domestic Product","2017","millions","223779.866149"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross Domestic Product","2017","US$","2365.521494"
"Macro Indicators","Yemen","Value US$","Gross Domestic Product","2017","millions","20739.387092"
"Macro Indicators","Yemen","Value US$ per capita","Gross Domestic Product","2017","US$","745.087909"
"Macro Indicators","Zambia","Value US$","Gross Domestic Product","2017","millions","25868.161487"
"Macro Indicators","Zambia","Value US$ per capita","Gross Domestic Product","2017","US$","1534.874627"
"Macro Indicators","Zimbabwe","Value US$","Gross Domestic Product","2017","millions","22040.902301"
"Macro Indicators","Zimbabwe","Value US$ per capita","Gross Domestic Product","2017","US$","1548.186368"
