Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (2010-)","Democratic People's Republic of Korea","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","0.6"
"Food Balances (2010-)","Democratic Republic of the Congo","Production","Poultry Meat","2017","1000 tonnes","10"
"Food Balances (2010-)","Democratic Republic of the Congo","Import Quantity","Poultry Meat","2017","1000 tonnes","109"
"Food Balances (2010-)","Democratic Republic of the Congo","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Democratic Republic of the Congo","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Democratic Republic of the Congo","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","119"
"Food Balances (2010-)","Democratic Republic of the Congo","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Democratic Republic of the Congo","Food","Poultry Meat","2017","1000 tonnes","119"
"Food Balances (2010-)","Democratic Republic of the Congo","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","1.47"
"Food Balances (2010-)","Democratic Republic of the Congo","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","5"
"Food Balances (2010-)","Democratic Republic of the Congo","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","0.51"
"Food Balances (2010-)","Democratic Republic of the Congo","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","0.3"
"Food Balances (2010-)","Denmark","Production","Poultry Meat","2017","1000 tonnes","152"
"Food Balances (2010-)","Denmark","Import Quantity","Poultry Meat","2017","1000 tonnes","133"
"Food Balances (2010-)","Denmark","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Denmark","Export Quantity","Poultry Meat","2017","1000 tonnes","139"
"Food Balances (2010-)","Denmark","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","146"
"Food Balances (2010-)","Denmark","Processing","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Denmark","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Denmark","Food","Poultry Meat","2017","1000 tonnes","145"
"Food Balances (2010-)","Denmark","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","25.36"
"Food Balances (2010-)","Denmark","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","97"
"Food Balances (2010-)","Denmark","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","11.23"
"Food Balances (2010-)","Denmark","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","5.47"
"Food Balances (2010-)","Djibouti","Import Quantity","Poultry Meat","2017","1000 tonnes","3"
"Food Balances (2010-)","Djibouti","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Djibouti","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","3"
"Food Balances (2010-)","Djibouti","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Djibouti","Food","Poultry Meat","2017","1000 tonnes","3"
"Food Balances (2010-)","Djibouti","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","2.88"
"Food Balances (2010-)","Djibouti","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","10"
"Food Balances (2010-)","Djibouti","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","1"
"Food Balances (2010-)","Djibouti","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","0.63"
"Food Balances (2010-)","Dominica","Production","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Dominica","Import Quantity","Poultry Meat","2017","1000 tonnes","4"
"Food Balances (2010-)","Dominica","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Dominica","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Dominica","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","4"
"Food Balances (2010-)","Dominica","Other uses (non-food)","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Dominica","Tourist consumption","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Dominica","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Dominica","Food","Poultry Meat","2017","1000 tonnes","3"
"Food Balances (2010-)","Dominica","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","40.79"
"Food Balances (2010-)","Dominica","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","174"
"Food Balances (2010-)","Dominica","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","13.31"
"Food Balances (2010-)","Dominica","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","13.08"
"Food Balances (2010-)","Dominican Republic","Production","Poultry Meat","2017","1000 tonnes","339"
"Food Balances (2010-)","Dominican Republic","Import Quantity","Poultry Meat","2017","1000 tonnes","42"
"Food Balances (2010-)","Dominican Republic","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Dominican Republic","Export Quantity","Poultry Meat","2017","1000 tonnes","6"
"Food Balances (2010-)","Dominican Republic","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","374"
"Food Balances (2010-)","Dominican Republic","Tourist consumption","Poultry Meat","2017","1000 tonnes","5"
"Food Balances (2010-)","Dominican Republic","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Dominican Republic","Food","Poultry Meat","2017","1000 tonnes","370"
"Food Balances (2010-)","Dominican Republic","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","35.17"
"Food Balances (2010-)","Dominican Republic","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","123"
"Food Balances (2010-)","Dominican Republic","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","10.86"
"Food Balances (2010-)","Dominican Republic","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","8.44"
"Food Balances (2010-)","Ecuador","Production","Poultry Meat","2017","1000 tonnes","340"
"Food Balances (2010-)","Ecuador","Import Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Ecuador","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Ecuador","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Ecuador","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","340"
"Food Balances (2010-)","Ecuador","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Ecuador","Food","Poultry Meat","2017","1000 tonnes","340"
"Food Balances (2010-)","Ecuador","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","20.28"
"Food Balances (2010-)","Ecuador","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","87"
"Food Balances (2010-)","Ecuador","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","6.46"
"Food Balances (2010-)","Ecuador","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","6.67"
"Food Balances (2010-)","Egypt","Production","Poultry Meat","2017","1000 tonnes","1429"
"Food Balances (2010-)","Egypt","Import Quantity","Poultry Meat","2017","1000 tonnes","133"
"Food Balances (2010-)","Egypt","Stock Variation","Poultry Meat","2017","1000 tonnes","7"
"Food Balances (2010-)","Egypt","Export Quantity","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Egypt","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","1554"
"Food Balances (2010-)","Egypt","Tourist consumption","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Egypt","Residuals","Poultry Meat","2017","1000 tonnes","-1"
"Food Balances (2010-)","Egypt","Food","Poultry Meat","2017","1000 tonnes","1555"
"Food Balances (2010-)","Egypt","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","16.12"
"Food Balances (2010-)","Egypt","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","61"
"Food Balances (2010-)","Egypt","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","5.64"
"Food Balances (2010-)","Egypt","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","4.11"
"Food Balances (2010-)","El Salvador","Production","Poultry Meat","2017","1000 tonnes","136"
"Food Balances (2010-)","El Salvador","Import Quantity","Poultry Meat","2017","1000 tonnes","16"
"Food Balances (2010-)","El Salvador","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","El Salvador","Export Quantity","Poultry Meat","2017","1000 tonnes","2"
"Food Balances (2010-)","El Salvador","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","150"
"Food Balances (2010-)","El Salvador","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","El Salvador","Food","Poultry Meat","2017","1000 tonnes","150"
"Food Balances (2010-)","El Salvador","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","23.45"
"Food Balances (2010-)","El Salvador","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","82"
"Food Balances (2010-)","El Salvador","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","7.14"
"Food Balances (2010-)","El Salvador","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","5.63"
"Food Balances (2010-)","Estonia","Production","Poultry Meat","2017","1000 tonnes","20"
"Food Balances (2010-)","Estonia","Import Quantity","Poultry Meat","2017","1000 tonnes","21"
"Food Balances (2010-)","Estonia","Stock Variation","Poultry Meat","2017","1000 tonnes","3"
"Food Balances (2010-)","Estonia","Export Quantity","Poultry Meat","2017","1000 tonnes","11"
"Food Balances (2010-)","Estonia","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","28"
"Food Balances (2010-)","Estonia","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Estonia","Food","Poultry Meat","2017","1000 tonnes","28"
"Food Balances (2010-)","Estonia","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","21"
"Food Balances (2010-)","Estonia","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","85"
"Food Balances (2010-)","Estonia","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","7.17"
"Food Balances (2010-)","Estonia","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","5.89"
"Food Balances (2010-)","Eswatini","Production","Poultry Meat","2017","1000 tonnes","6"
"Food Balances (2010-)","Eswatini","Import Quantity","Poultry Meat","2017","1000 tonnes","2"
"Food Balances (2010-)","Eswatini","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Eswatini","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Eswatini","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","8"
"Food Balances (2010-)","Eswatini","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Eswatini","Food","Poultry Meat","2017","1000 tonnes","8"
"Food Balances (2010-)","Eswatini","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","6.83"
"Food Balances (2010-)","Eswatini","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","23"
"Food Balances (2010-)","Eswatini","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","2.35"
"Food Balances (2010-)","Eswatini","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","1.44"
"Food Balances (2010-)","Ethiopia","Production","Poultry Meat","2017","1000 tonnes","72"
"Food Balances (2010-)","Ethiopia","Import Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Ethiopia","Stock Variation","Poultry Meat","2017","1000 tonnes","-4"
"Food Balances (2010-)","Ethiopia","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Ethiopia","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","76"
"Food Balances (2010-)","Ethiopia","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Ethiopia","Food","Poultry Meat","2017","1000 tonnes","76"
"Food Balances (2010-)","Ethiopia","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","0.71"
"Food Balances (2010-)","Ethiopia","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","2"
"Food Balances (2010-)","Ethiopia","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","0.24"
"Food Balances (2010-)","Ethiopia","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","0.15"
"Food Balances (2010-)","Fiji","Production","Poultry Meat","2017","1000 tonnes","34"
"Food Balances (2010-)","Fiji","Import Quantity","Poultry Meat","2017","1000 tonnes","3"
"Food Balances (2010-)","Fiji","Stock Variation","Poultry Meat","2017","1000 tonnes","12"
"Food Balances (2010-)","Fiji","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Fiji","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","24"
"Food Balances (2010-)","Fiji","Other uses (non-food)","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Fiji","Tourist consumption","Poultry Meat","2017","1000 tonnes","2"
"Food Balances (2010-)","Fiji","Residuals","Poultry Meat","2017","1000 tonnes","-1"
"Food Balances (2010-)","Fiji","Food","Poultry Meat","2017","1000 tonnes","22"
"Food Balances (2010-)","Fiji","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","25.63"
"Food Balances (2010-)","Fiji","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","89"
"Food Balances (2010-)","Fiji","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","8.62"
"Food Balances (2010-)","Fiji","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","5.75"
"Food Balances (2010-)","Finland","Production","Poultry Meat","2017","1000 tonnes","129"
"Food Balances (2010-)","Finland","Import Quantity","Poultry Meat","2017","1000 tonnes","16"
"Food Balances (2010-)","Finland","Stock Variation","Poultry Meat","2017","1000 tonnes","23"
"Food Balances (2010-)","Finland","Export Quantity","Poultry Meat","2017","1000 tonnes","11"
"Food Balances (2010-)","Finland","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","111"
"Food Balances (2010-)","Finland","Processing","Poultry Meat","2017","1000 tonnes","7"
"Food Balances (2010-)","Finland","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Finland","Food","Poultry Meat","2017","1000 tonnes","104"
"Food Balances (2010-)","Finland","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","18.85"
"Food Balances (2010-)","Finland","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","68"
"Food Balances (2010-)","Finland","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","7.93"
"Food Balances (2010-)","Finland","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","3.78"
"Food Balances (2010-)","France","Production","Poultry Meat","2017","1000 tonnes","1750"
"Food Balances (2010-)","France","Import Quantity","Poultry Meat","2017","1000 tonnes","506"
"Food Balances (2010-)","France","Stock Variation","Poultry Meat","2017","1000 tonnes","192"
"Food Balances (2010-)","France","Export Quantity","Poultry Meat","2017","1000 tonnes","501"
"Food Balances (2010-)","France","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","1563"
"Food Balances (2010-)","France","Processing","Poultry Meat","2017","1000 tonnes","82"
"Food Balances (2010-)","France","Residuals","Poultry Meat","2017","1000 tonnes","-2"
"Food Balances (2010-)","France","Food","Poultry Meat","2017","1000 tonnes","1482"
"Food Balances (2010-)","France","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","22.2"
"Food Balances (2010-)","France","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","90"
"Food Balances (2010-)","France","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","8.67"
"Food Balances (2010-)","France","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","5.84"
"Food Balances (2010-)","French Polynesia","Production","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","French Polynesia","Import Quantity","Poultry Meat","2017","1000 tonnes","15"
"Food Balances (2010-)","French Polynesia","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","French Polynesia","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","French Polynesia","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","15"
"Food Balances (2010-)","French Polynesia","Other uses (non-food)","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","French Polynesia","Tourist consumption","Poultry Meat","2017","1000 tonnes","2"
"Food Balances (2010-)","French Polynesia","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","French Polynesia","Food","Poultry Meat","2017","1000 tonnes","13"
"Food Balances (2010-)","French Polynesia","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","48.56"
"Food Balances (2010-)","French Polynesia","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","171"
"Food Balances (2010-)","French Polynesia","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","16.59"
"Food Balances (2010-)","French Polynesia","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","11.11"
"Food Balances (2010-)","Gabon","Production","Poultry Meat","2017","1000 tonnes","4"
"Food Balances (2010-)","Gabon","Import Quantity","Poultry Meat","2017","1000 tonnes","76"
"Food Balances (2010-)","Gabon","Stock Variation","Poultry Meat","2017","1000 tonnes","2"
"Food Balances (2010-)","Gabon","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Gabon","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","78"
"Food Balances (2010-)","Gabon","Other uses (non-food)","Poultry Meat","2017","1000 tonnes","18"
"Food Balances (2010-)","Gabon","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Gabon","Food","Poultry Meat","2017","1000 tonnes","61"
"Food Balances (2010-)","Gabon","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","29.39"
"Food Balances (2010-)","Gabon","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","99"
"Food Balances (2010-)","Gabon","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","10.61"
"Food Balances (2010-)","Gabon","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","6"
"Food Balances (2010-)","Gambia","Production","Poultry Meat","2017","1000 tonnes","2"
"Food Balances (2010-)","Gambia","Import Quantity","Poultry Meat","2017","1000 tonnes","16"
"Food Balances (2010-)","Gambia","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Gambia","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","18"
"Food Balances (2010-)","Gambia","Losses","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Gambia","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Gambia","Food","Poultry Meat","2017","1000 tonnes","18"
"Food Balances (2010-)","Gambia","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","8.07"
"Food Balances (2010-)","Gambia","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","27"
"Food Balances (2010-)","Gambia","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","2.75"
"Food Balances (2010-)","Gambia","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","1.71"
"Food Balances (2010-)","Georgia","Production","Poultry Meat","2017","1000 tonnes","22"
"Food Balances (2010-)","Georgia","Import Quantity","Poultry Meat","2017","1000 tonnes","51"
"Food Balances (2010-)","Georgia","Stock Variation","Poultry Meat","2017","1000 tonnes","6"
"Food Balances (2010-)","Georgia","Export Quantity","Poultry Meat","2017","1000 tonnes","5"
"Food Balances (2010-)","Georgia","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","61"
"Food Balances (2010-)","Georgia","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Georgia","Food","Poultry Meat","2017","1000 tonnes","61"
"Food Balances (2010-)","Georgia","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","15.27"
"Food Balances (2010-)","Georgia","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","51"
"Food Balances (2010-)","Georgia","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","5.18"
"Food Balances (2010-)","Georgia","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","3.21"
"Food Balances (2010-)","Germany","Production","Poultry Meat","2017","1000 tonnes","1514"
"Food Balances (2010-)","Germany","Import Quantity","Poultry Meat","2017","1000 tonnes","842"
"Food Balances (2010-)","Germany","Stock Variation","Poultry Meat","2017","1000 tonnes","152"
"Food Balances (2010-)","Germany","Export Quantity","Poultry Meat","2017","1000 tonnes","646"
"Food Balances (2010-)","Germany","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","1557"
"Food Balances (2010-)","Germany","Processing","Poultry Meat","2017","1000 tonnes","103"
"Food Balances (2010-)","Germany","Residuals","Poultry Meat","2017","1000 tonnes","-38"
"Food Balances (2010-)","Germany","Food","Poultry Meat","2017","1000 tonnes","1492"
"Food Balances (2010-)","Germany","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","18.05"
"Food Balances (2010-)","Germany","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","67"
"Food Balances (2010-)","Germany","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","7.39"
"Food Balances (2010-)","Germany","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","3.9"
"Food Balances (2010-)","Ghana","Production","Poultry Meat","2017","1000 tonnes","58"
"Food Balances (2010-)","Ghana","Import Quantity","Poultry Meat","2017","1000 tonnes","151"
"Food Balances (2010-)","Ghana","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Ghana","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Ghana","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","209"
"Food Balances (2010-)","Ghana","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Ghana","Food","Poultry Meat","2017","1000 tonnes","209"
"Food Balances (2010-)","Ghana","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","7.19"
"Food Balances (2010-)","Ghana","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","16"
"Food Balances (2010-)","Ghana","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","2.25"
"Food Balances (2010-)","Ghana","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","0.72"
"Food Balances (2010-)","Greece","Production","Poultry Meat","2017","1000 tonnes","246"
"Food Balances (2010-)","Greece","Import Quantity","Poultry Meat","2017","1000 tonnes","79"
"Food Balances (2010-)","Greece","Stock Variation","Poultry Meat","2017","1000 tonnes","118"
"Food Balances (2010-)","Greece","Export Quantity","Poultry Meat","2017","1000 tonnes","29"
"Food Balances (2010-)","Greece","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","178"
"Food Balances (2010-)","Greece","Processing","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Greece","Other uses (non-food)","Poultry Meat","2017","1000 tonnes","15"
"Food Balances (2010-)","Greece","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Greece","Food","Poultry Meat","2017","1000 tonnes","162"
"Food Balances (2010-)","Greece","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","15.31"
"Food Balances (2010-)","Greece","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","53"
"Food Balances (2010-)","Greece","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","6.32"
"Food Balances (2010-)","Greece","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","2.89"
"Food Balances (2010-)","Grenada","Production","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Grenada","Import Quantity","Poultry Meat","2017","1000 tonnes","7"
"Food Balances (2010-)","Grenada","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Grenada","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","8"
"Food Balances (2010-)","Grenada","Losses","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Grenada","Tourist consumption","Poultry Meat","2017","1000 tonnes","3"
"Food Balances (2010-)","Grenada","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Grenada","Food","Poultry Meat","2017","1000 tonnes","5"
"Food Balances (2010-)","Grenada","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","46.54"
"Food Balances (2010-)","Grenada","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","195"
"Food Balances (2010-)","Grenada","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","15.9"
"Food Balances (2010-)","Grenada","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","14.14"
"Food Balances (2010-)","Guatemala","Production","Poultry Meat","2017","1000 tonnes","232"
"Food Balances (2010-)","Guatemala","Import Quantity","Poultry Meat","2017","1000 tonnes","129"
"Food Balances (2010-)","Guatemala","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Guatemala","Export Quantity","Poultry Meat","2017","1000 tonnes","7"
"Food Balances (2010-)","Guatemala","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","354"
"Food Balances (2010-)","Guatemala","Losses","Poultry Meat","2017","1000 tonnes","21"
"Food Balances (2010-)","Guatemala","Tourist consumption","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Guatemala","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Guatemala","Food","Poultry Meat","2017","1000 tonnes","333"
"Food Balances (2010-)","Guatemala","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","19.67"
"Food Balances (2010-)","Guatemala","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","68"
"Food Balances (2010-)","Guatemala","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","5.85"
"Food Balances (2010-)","Guatemala","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","4.73"
"Food Balances (2010-)","Guinea","Production","Poultry Meat","2017","1000 tonnes","15"
"Food Balances (2010-)","Guinea","Import Quantity","Poultry Meat","2017","1000 tonnes","37"
"Food Balances (2010-)","Guinea","Stock Variation","Poultry Meat","2017","1000 tonnes","25"
"Food Balances (2010-)","Guinea","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","27"
"Food Balances (2010-)","Guinea","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Guinea","Food","Poultry Meat","2017","1000 tonnes","27"
"Food Balances (2010-)","Guinea","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","2.22"
"Food Balances (2010-)","Guinea","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","7"
"Food Balances (2010-)","Guinea","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","0.78"
"Food Balances (2010-)","Guinea","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","0.46"
"Food Balances (2010-)","Guinea-Bissau","Production","Poultry Meat","2017","1000 tonnes","3"
"Food Balances (2010-)","Guinea-Bissau","Import Quantity","Poultry Meat","2017","1000 tonnes","4"
